expiry,entry_date,rank,structure,mgmt,spot_entry,atm_strike,put_wall,call_wall,legs,short_put,short_call,wing_width,credit_pts,credit_inr,max_loss_inr,nights_held,first_breach_ts,first_breach_side,overlay_trigger_ts,overlay_trigger_side,overlay_trigger_spot,settle_spot,settle_debit_pts,costs_inr,worst_mark_inr,pnl_inr
2026-07-07,2026-07-06,T-1,strangle,overlay,24386.8,24400.0,24300.0,24400.0,SC24400@64.3 SP24300@39.5,24300.0,24400.0,,103.8,6747,,1,07-06T04:52,C,,,,24398.7,0.0,340,-1780,6407
2026-07-07,2026-07-06,T-1,straddle,hold,24386.8,24400.0,24300.0,24400.0,SC24400@64.3 SP24400@79.75,24400.0,24400.0,,144.1,9363,,1,07-06T04:31,P,,,,24398.7,1.3,340,-710,8939
2026-07-07,2026-07-06,T-1,straddle,overlay,24386.8,24400.0,24300.0,24400.0,SC24400@64.3 SP24400@79.75,24400.0,24400.0,,144.1,9363,,1,07-06T04:31,P,07-07T09:50,P,24399,24398.7,1.3,510,-880,8769
2026-07-14,2026-07-08,T-4,condor,hold,24245.7,24250.0,24200.0,24500.0,SC24500@46.3 LC24600@28.45 SP24200@136.7 LP24100@95.5,24200.0,24500.0,100,59.0,3838,2662,4,07-08T07:01,P,,,,24052.0,100.0,680,-3449,-3342
2026-07-14,2026-07-08,T-4,condor,overlay,24245.7,24250.0,24200.0,24500.0,SC24500@46.3 LC24600@28.45 SP24200@136.7 LP24100@95.5,24200.0,24500.0,100,59.0,3838,2662,4,07-08T07:01,P,07-08T09:50,P,23963,24052.0,100.0,850,-19151,-9313
2026-07-14,2026-07-08,T-4,fly,hold,24245.7,24250.0,24200.0,24500.0,SC24250@131.6 SP24250@161.95 LC24350@89.8 LP24150@115.0,24250.0,24250.0,100,88.7,5769,731,4,07-08T04:31,P,,,,24052.0,100.0,680,-1509,-1411
2026-07-14,2026-07-08,T-4,fly,overlay,24245.7,24250.0,24200.0,24500.0,SC24250@131.6 SP24250@161.95 LC24350@89.8 LP24150@115.0,24250.0,24250.0,100,88.7,5769,731,4,07-08T04:31,P,07-08T09:50,P,23963,24052.0,100.0,850,-19323,-7383
2026-07-14,2026-07-08,T-4,strangle,hold,24245.7,24250.0,24200.0,24500.0,SC24500@46.3 SP24200@136.7,24200.0,24500.0,,183.0,11895,,4,07-08T07:01,P,,,,24052.0,148.0,340,-18270,1938
2026-07-14,2026-07-08,T-4,strangle,overlay,24245.7,24250.0,24200.0,24500.0,SC24500@46.3 SP24200@136.7,24200.0,24500.0,,183.0,11895,,4,07-08T07:01,P,07-08T09:50,P,23963,24052.0,148.0,510,-18440,-4033
2026-07-14,2026-07-08,T-4,straddle,hold,24245.7,24250.0,24200.0,24500.0,SC24250@131.6 SP24250@161.95,24250.0,24250.0,,293.5,19081,,4,07-08T04:31,P,,,,24052.0,198.0,340,-15687,5874
2026-07-14,2026-07-08,T-4,straddle,overlay,24245.7,24250.0,24200.0,24500.0,SC24250@131.6 SP24250@161.95,24250.0,24250.0,,293.5,19081,,4,07-08T04:31,P,07-08T09:50,P,23963,24052.0,198.0,510,-15857,-97
2026-07-14,2026-07-09,T-3,condor,hold,24059.7,24050.0,24000.0,24200.0,SC24200@81.45 LC24300@52.15 SP24000@117.95 LP23900@82.45,24000.0,24200.0,100,64.8,4212,2288,3,07-09T05:30,P,,,,24052.0,0.0,680,-849,3532
2026-07-14,2026-07-09,T-3,condor,overlay,24059.7,24050.0,24000.0,24200.0,SC24200@81.45 LC24300@52.15 SP24000@117.95 LP23900@82.45,24000.0,24200.0,100,64.8,4212,2288,3,07-09T05:30,P,07-09T09:50,P,23963,24052.0,0.0,850,-19661,-2439
2026-07-14,2026-07-09,T-3,fly,hold,24059.7,24050.0,24000.0,24200.0,SC24050@147.5 SP24050@139.6 LC24150@100.75 LP23950@98.6,24050.0,24050.0,100,87.8,5704,796,3,07-09T04:31,C,,,,24052.0,2.0,680,-1457,4891
2026-07-14,2026-07-09,T-3,fly,overlay,24059.7,24050.0,24000.0,24200.0,SC24050@147.5 SP24050@139.6 LC24150@100.75 LP23950@98.6,24050.0,24050.0,100,87.8,5704,796,3,07-09T04:31,C,07-09T09:50,P,23963,24052.0,2.0,850,-19937,-1081
2026-07-14,2026-07-09,T-3,strangle,hold,24059.7,24050.0,24000.0,24200.0,SC24200@81.45 SP24000@117.95,24000.0,24200.0,,199.4,12961,,3,07-09T05:30,P,,,,24052.0,0.0,340,-1900,12621
2026-07-14,2026-07-09,T-3,strangle,overlay,24059.7,24050.0,24000.0,24200.0,SC24200@81.45 SP24000@117.95,24000.0,24200.0,,199.4,12961,,3,07-09T05:30,P,07-09T09:50,P,23963,24052.0,0.0,510,-16682,6650
2026-07-14,2026-07-09,T-3,straddle,hold,24059.7,24050.0,24000.0,24200.0,SC24050@147.5 SP24050@139.6,24050.0,24050.0,,287.1,18662,,3,07-09T04:31,C,,,,24052.0,2.0,340,-1159,18188
2026-07-14,2026-07-09,T-3,straddle,overlay,24059.7,24050.0,24000.0,24200.0,SC24050@147.5 SP24050@139.6,24050.0,24050.0,,287.1,18662,,3,07-09T04:31,C,07-09T09:50,P,23963,24052.0,2.0,510,-18769,12217
